id,category,title,description
N97231,sports,Felony charge filed in punching of man after Trump rally in Minneapolis,"News media video capturing one man punching another outside President Donald Trump's rally in downtown Minneapolis two weeks has led to an arrest and a felony charge being filed. Dwight P. Lewis, 31, of Richfield, was charged Wednesday in Hennepin County District Court with third-degree assault. Lewis remains jailed in lieu of $40,000 bail ahead of a court appearance Thursday. Court records do ..."
N106375,news,"Man on stepson's surprise play: ""It took my voice away""","Michael Musto describes what it was like to be honored by his stepson, a football player"
N20030,sports,WATCH: Texans QB Deshaun Watson punches in second rushing TD vs. Chiefs,Watch as Houston Texans quarterback Deshaun Watson runs in his second rushing touchdown of the day against the Chiefs.
N9384,sports,Dallas-Fort Worth football teams undefeated through Week 10 of the 2019 season,"Here's a look at all the schools in DFW that are still undefeated through Week 10. If you don't see your school, please email us at bgosset@star-telegram.com. Allen Argyle Decatur Denton Ryan Duncanville Frisco Lone Star Muenster Sacred Heart Nolan Catholic Pottsboro Southlake Carroll Sunnyvale"
N18065,autos,This Rural Neighborhood Is Home to Two Barn-Find Jaguars,You never know what lives in the garage across the street.
N17856,health,Is It Safe To Take Vitamins After The Expiration Date?,"Vitamins do expire, but not in the same way as, say, your leftovers. Here's what experts want you to know."
N69560,sports,Woods headed for Presidents Cup after Zozo victory,Woods headed for Presidents Cup after Zozo victory
N41301,video,"U.S. OREGONRECENTLY RELEASED VIDEO SHOWS FOOTBALL COACH WRESTLING GUN AWAY FROM STUDENT, THEN HUGGING HIM Recently Released Video Shows Football Coach Wrestling Gun Away From Student, Then Hugging Him","Surveillance video released Friday shows the dramatic moment when football coach Keanon Lowe disarmed a student who had brought a loaded shotgun to his high school in Portland, Ore., on May 17."
N53137,foodanddrink,Iconic New Haven Pizzeria Set to Expand for the First Time,"And other regional food and beverage updates from New England, beyond the borders of Massachusetts"
N122635,lifestyle,"Once, most famous scientists were men. But that's changing.",Women still are underrepresented in STEM fields. But some female scientists are now gaining recognition and due credit for their breakthroughs.
N18921,news,"JP residents, businesses race to save food, get power back","Two days after Tropical Storm Olga brought down trees and power lines across the state, parts of Jefferson Parish are still in the dark. Metairie In Metairie, it's a busy time for weekend shoppers. Grocery stores such as Rouses Market and Stein Mart on Veterans Boulevard were filled with customers looking to buy what they had lost from fridges and freezers. Next door at the Spirit Halloween store power has been restored, but the loss of business..."
N119687,lifestyle,How Confident is Your Zodiac Sign?,Which zodiac sign has the most confidence?
N102716,video,Avlon: Trump's belief in conspiracy theory led to impeachment inquiry,CNN's John Avlon says right-wing media played a major role in pumping up two discredited narratives about Ukraine and that this is the first time a president's belief in a conspiracy theory led to an impeachment inquiry.
N51128,foodanddrink,World's best bar for 2019 revealed,"The world's best bar awards have been handed out, recognizing 50 venues in 26 cities across 21 countries. There are a record 17 new entries in this year's list. But which bar uplimately came out on top?"
N49201,lifestyle,Dad's Viral Delivery Room Message Reminds Us You Don't Get a Trophy for the Perfect Birth,Here's why that's not a bad thing.
N96040,sports,Meet Damon Knox: A Muskegon High success whose story is still being written,"MUSKEGON, MI  Shane Fairfield recalls sitting at home on a December night in 2013, watching Michigan State defeat Ohio State in the Big Ten championship football game before he drifted to sleep. At 2 o'clock in the morning, Fairfield received a phone call. It was from Damon Knox, who had contributed to the Spartans' victory, which put them in the Rose Bowl for the first time in 26 years. ..."
N107347,weather,"Town asked to boil water after water main break in Maiden, NC","Crews are working to repair a major water main break in the town of Maiden. It happened along Providence Mill Road Sunday morning. It happened around 4:30 a.m. The town posted pictures on Facebook, saying customers needed to be prepared for a prolonged water outage. Water was turned back on Sunday afternoon. Seven utility workers responded and worked on it all day. Officials say it was a 12-inch pipe, which broke because of the changes in..."
N30965,sports,Lawyer Says He'll Sue IHSA In Hopes Of Getting Jones Cross-Country Team In State Regionals During Strike,A Chicago father said Wednesday that he has no choice but to save his son's chances of making the state championship.
N10415,lifestyle,Why Opposite Zodiac Signs Are Instantly Attracted To Each Other,We reveal who your opposite zodiac sign is!
N62160,news,Amsterdam-bound flight makes emergency landing in Maine,"BANGOR, Maine (AP)  A United Airlines flight with more than 200 people aboard has made an emergency landing in Maine."
N57592,video,"Esper: US to leave more troops, armored vehicles to Syria to protect oil fields from ISIS",Defense Secretary Mark Esper says the mission of U.S. troops in Syria remains to defeat the ISIS coalition
N77391,news,San Juan High School on lockdown following a shooting near the campus,"CITRUS HEIGHTS, Calif. (KTXL)  San Juan High School in Citrus Heights is on lockdown following a shooting near 6300 Mariposa Avenue. Citrus Heights police said there is no known victim in the shooting. There has been no information about a suspect released. Parents have been alerted. The east and westbound lanes of Greenback Lane are closed to traffic. Stay with FOX40 for updates. SJHS ..."
N3181,news,"Man, grandson reel in huge trout on South Platte River","DENVER  A man and his 8-year-old grandson each caught huge trout on the South Platte River on Tuesday. Boden Lewis and his grandfather Jim Cleveland were on a guided fly fishing trip about an hour south of Denver. Young Boden reeled in a 27-inch trout that was estimated to be 6 to 7 pounds before it was released. Cleveland one-upped his grandson, catching a 28-inch trout before releasing it."
N40142,news,Will Texas be a battleground state in 2020?,"Before rallying in Dallas, Pres. Donald Trump toured a new Louis Vuitton factory in Johnson County and attended a fundraiser in Forth Worth. A Republican president running for reelection rarely needs to campaign in Texas. What Thursday's visit to the Lone Star State means is, however, up for debate. ""It's Texas. They like me in Texas, I will say,"" Trump said at an event celebrating the facility in Johnson County. During his rally later Thursday..."
N104136,news,"Abandoned OKC apartment fire likely caused by transients, fire official says","OKLAHOMA CITY  A fire at an abandoned apartment building Saturday morning was likely caused by homeless people trying to escape the cold, a fire official said. Oklahoma City Fire Department firefighters were called to a possible apartment fire in the 6600 block of Northwest 16th Street. ""Upon arrival they had heavy fire, flame and smoke visible from the second floor of the apartment ..."
